territoireJeuDonnees,nomScientifiqueRef,nomCite,regne,classe,genre,espece,dateObservation,datePrecision,decennie,annee,mois,dateDetermination,latitude,longitude,precisionGeometrieMetres,commune,departement,region,altitudeMin,atitudeMax,especeEvalueeLR,statutBiogeoEspeceTaxref
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,1990-10-20T00:00:00Z,DAY,1990,1990,10,,43.85442,7.16803,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-06-21T00:00:00Z,DAY,2010,2016,6,,49.64331,-1.62883,,Cherbourg-en-Cotentin,Manche,Normandie,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-09-25T00:00:00Z,DAY,2010,2019,9,,45.75075,3.08388,,Beaumont,Puy-de-Dome,Auvergne-Rhone-Alpes,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-22T00:00:00Z,DAY,2020,2020,6,,49.89333,2.33179,16,Camon,Somme,Hauts-de-France,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-07-29T00:00:00Z,DAY,2020,2020,7,16/08/2020,48.74556,-3.26306,,Roche-Jaudy,Cotes-d'Armor,Bretagne,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karwinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1990-04-27T00:00:00Z,DAY,1990,1990,4,,43.67470,7.15495,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-05-08T00:00:00Z,DAY,2020,2020,5,,43.76341,4.13958,65,Aubais,Gard,Occitanie,,,true,Introduit
France | Hors territoire,Bellis annua,Bellis annua L. [1753],Plantae,Equisetopsida,Bellis,Bellis annua,2013-04-19T00:00:00Z,DAY,2010,2013,4,,43.73625,4.21549,,Vergeze,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY_RANGE,2010,2010,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2009-06-02T00:00:00Z,DAY,2000,2009,6,,-20.99114,55.4415,,Saint-Denis,Reunion,La Reunion,1812.0,1820.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2008-07-17T00:00:00Z,DAY,2000,2008,7,,-21.14671,55.37652,,Saint-Leu,Reunion,La Reunion,1997.0,2068.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2013-08-29T00:00:00Z,DAY,2010,2013,8,,-21.23049,55.42246,,Saint-Louis,Reunion,La Reunion,561.0,561.0,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY_RANGE,2010,2010,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-04-30T00:00:00Z,DAY,2010,2019,4,,-21.15197,55.64425,7443,Plaine-des-Palmistes,Reunion,La Reunion,,,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY_RANGE,2010,2010,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY_RANGE,2010,2010,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY_RANGE,2010,2010,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Bellis annua,Bellis annua L.,Plantae,Equisetopsida,Bellis,Bellis annua,2012-04-27T00:00:00Z,DAY,2010,2012,4,27/04/2012,43.95276,4.53064,,Vers-Pont-du-Gard,Gard,Occitanie,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2010-01-01T00:00:00Z,DAY_RANGE,2010,2010,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-05-11T00:00:00Z,DAY,2010,2012,5,,43.84960,7.29221,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2006-10-11T00:00:00Z,DAY,2000,2006,10,,-21.14607,55.4901,,Cilaos,Reunion,La Reunion,1261.0,1386.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2011-06-21T00:00:00Z,DAY,2010,2011,6,,-21.08764,55.46175,,Saint-Paul,Reunion,La Reunion,2852.0,2852.0,,Introduit envahissant
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-01-01T00:00:00Z,DAY_RANGE,2000,2009,1,,43.64482,5.04469,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2005-06-02T00:00:00Z,DAY,2000,2005,6,,-21.0811,55.3712,,Saint-Paul,Reunion,La Reunion.0,1932.0,,Introduit envahissant
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-06-28T00:00:00Z,DAY,2010,2018,6,,-21.14384,55.45880,6052,Cilaos,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-05-04T00:00:00Z,DAY,2010,2019,5,,44.89354,-0.50762,3,Carbon-Blanc,Gironde,Nouvelle-Aquitaine,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-01-01T00:00:00Z,DAY_RANGE,2000,2009,1,,43.64482,5.04469,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Auvergne-Rhone-Alpes,Erigeron karvinskianus,Erigeron karwinskianus,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,1999-10-01T00:00:00Z,DAY,1990,1999,10,07/02/2001,45.19284,3.57305,5000,Chavaniac-Lafayette | Jax | Josat | Mazerat-Aurouze | Sainte-Eugenie-de-Villeneuve | Sainte-Marguerite | Varennes-Saint-Honorat,Haute-Loire,Auvergne-Rhone-Alpes,700.0,700.0,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-01-01T00:00:00Z,DAY_RANGE,2000,2009,1,,43.64482,5.04469,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2017-06-01T00:00:00Z,DAY,2010,2017,6,,43.85442,7.16803,5000,,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2002-12-08T00:00:00Z,DAY,2000,2002,12,,48.51486,-2.78628,,Saint-Brieuc,Cotes-d'Armor,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2009-01-01T00:00:00Z,DAY_RANGE,2000,2009,1,,43.64482,5.04469,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France | Hors territoire,Bellis,Bellis L. [1753],Plantae,Equisetopsida,Bellis,,2009-06-23T00:00:00Z,DAY,2000,2009,6,,43.60000,1.45028,,Toulouse,Haute-Garonne,Occitanie,,,,
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Reunion,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-10-11T00:00:00Z,DAY,2010,2017,10,,-21.11012,55.32963,8818,Trois-Bassins,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-05-01T00:00:00Z,DAY,2010,2019,5,,43.86292,7.18896,65,Bonson,Alpes-Maritimes,Provence-Alpes-Cote d'Azur,,,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-10-25T00:00:00Z,DAY,2010,2017,10,,43.08566,5.88432,5000,,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyr.,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2018-11-27T00:00:00Z,DAY,2010,2018,11,,41.43501,9.18567,9683,Bonifacio,Corse-du-Sud,Corse,130.0,135.0,true,Present (indigene ou indetermine)
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-09-20T00:00:00Z,DAY,2020,2020,9,,47.93434,-0.51664,,Meslay-du-Maine,Mayenne,Pays de la Loire,,,true,Introduit
France | Hors territoire,Erigeron karvinskianus,Erigeron karvinskianus DC. [1836],Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-08-31T00:00:00Z,DAY,2010,2014,8,,43.08753,-0.87063,,Laguinge-Restoue,Pyrenees-Atlantiques,Nouvelle-Aquitaine,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
Occitanie,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-03-15T00:00:00Z,DAY,2010,2019,3,,43.07964,1.07009,1395,Bagert,Ariege,Occitanie,541.0,541.0,true,Introduit
France metropolitaine,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2018-04-04T00:00:00Z,DAY,2010,2018,4,,43.42167,-1.54910,3054,Arbonne,Pyrenees-Atlantiques,Nouvelle-Aquitaine,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2017-03-15T00:00:00Z,DAY,2010,2017,3,,48.79585,6.2317,,Montenoy,Meurthe-et-Moselle,Grand Est,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-08-14T00:00:00Z,DAY,2020,2020,8,,43.27137,6.64221,65,Saint-Tropez,Var,Provence-Alpes-Cote d'Azur,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-05-09T00:00:00Z,DAY,2020,2020,5,,47.86237,-3.72459,20,Riec-sur-Belon,Finistere,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2014-07-27T00:00:00Z,DAY,2010,2014,7,27/07/2014,48.3977,-4.48488,,Brest,Finistere,Bretagne,,,true,Introduit
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2012-11-26T00:00:00Z,DAY,2010,2012,11,,-21.10527,55.38092,,Trois-Bassins,Reunion,La Reunion,,,,Introduit envahissant
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2016-04-10T00:00:00Z,DAY,2010,2016,4,,47.85545,-3.85267,,Tregunc,Finistere,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2020-06-21T00:00:00Z,DAY,2020,2020,6,,46.25232,-1.49614,10,Portes-en-Re,Charente-Maritime,Nouvelle-Aquitaine,,,true,Introduit
Corse | France metropolitaine,Bellis sylvestris,Bellis sylvestris Cirillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2000-01-01T00:00:00Z,DAY_RANGE,2000,2000,1,,41.67049,9.41522,5000,,Corse-du-Sud (mer territoriale),Facade Mediterranee,44.0,44.0,true,Present (indigene ou indetermine)
France,Erigeron karvinskianus,Erigeron karvinskianus DC.,Plantae,Equisetopsida,Erigeron,Erigeron karvinskianus,2019-10-24T00:00:00Z,DAY,2010,2019,10,,48.57,-1.76913,65,Mont-Dol,Ille-et-Vilaine,Bretagne,,,true,Introduit
France metropolitaine,Bellis sylvestris,Bellis sylvestris Cyrillo,Plantae,Equisetopsida,Bellis,Bellis sylvestris,2011-01-01T00:00:00Z,DAY_RANGE,2010,2011,1,,43.46718,4.91481,5000,,Bouches-du-Rhone,Provence-Alpes-Cote d'Azur,,,true,Present (indigene ou indetermine)
